Mod:Item:MetaData, Localized Name
enderio:item_travel_staff:0, 旅行权杖
enderio:item_travel_staff:0, 旅行权杖
enderio:item_rod_of_return:0, 折返权杖
enderio:item_rod_of_return:0, 折返权杖
enderio:item_magnet:0, 电磁铁
enderio:item_magnet:0, 电磁铁
enderio:block_enderman_skull:0, 末影人头颅
enderio:block_enderman_skull:2, 禁锢末影人头颅
enderio:item_ender_food:0, “末影麦片”
enderio:item_basic_item_filter:0, 基础物品过滤器
enderio:item_advanced_item_filter:0, 高级物品过滤器
enderio:item_limited_item_filter:0, 限制物品过滤器
enderio:item_big_item_filter:0, 大型物品过滤器
enderio:item_big_advanced_item_filter:0, 高级大型物品过滤器
enderio:item_existing_item_filter:0, 现有物品过滤器
enderio:item_mod_item_filter:0, 模组物品过滤器
enderio:item_power_item_filter:0, 充能物品过滤器
enderio:item_soul_filter_normal:0, 灵魂物品过滤器
enderio:item_soul_filter_big:0, 大型灵魂物品过滤器
enderio:item_enchantment_filter_normal:0, 附魔物品过滤器
enderio:item_enchantment_filter_big:0, 大型附魔物品过滤器
enderio:item_fluid_filter:0, 基础流体过滤器
enderio:item_redstone_not_filter:0, 非门红石过滤器
enderio:item_redstone_or_filter:0, 或门红石过滤器
enderio:item_redstone_and_filter:0, 与门红石过滤器
enderio:item_redstone_nor_filter:0, 或非门红石过滤器
enderio:item_redstone_nand_filter:0, 与非门红石过滤器
enderio:item_redstone_xor_filter:0, 异或门红石过滤器
enderio:item_redstone_xnor_filter:0, 同或门红石过滤器
enderio:item_redstone_toggle_filter:0, 锁存红石过滤器
enderio:item_redstone_counting_filter:0, 计次红石过滤器
enderio:item_redstone_sensor_filter:0, 感应红石过滤器
enderio:item_redstone_timer_filter:0, 计时红石过滤器
enderio:block_fused_quartz:0, 石英玻璃
enderio:block_fused_quartz:1, 石英玻璃
enderio:block_fused_quartz:2, 石英玻璃
enderio:block_fused_quartz:3, 石英玻璃
enderio:block_fused_quartz:4, 石英玻璃
enderio:block_fused_quartz:5, 石英玻璃
enderio:block_fused_quartz:6, 石英玻璃
enderio:block_fused_quartz:7, 石英玻璃
enderio:block_fused_quartz:8, 石英玻璃
enderio:block_fused_quartz:9, 石英玻璃
enderio:block_fused_quartz:10, 石英玻璃
enderio:block_fused_quartz:11, 石英玻璃
enderio:block_fused_quartz:12, 石英玻璃
enderio:block_fused_quartz:13, 石英玻璃
enderio:block_fused_quartz:14, 石英玻璃
enderio:block_fused_quartz:15, 石英玻璃
enderio:block_fused_glass:0, 纯净玻璃
enderio:block_fused_glass:1, 纯净玻璃
enderio:block_fused_glass:2, 纯净玻璃
enderio:block_fused_glass:3, 纯净玻璃
enderio:block_fused_glass:4, 纯净玻璃
enderio:block_fused_glass:5, 纯净玻璃
enderio:block_fused_glass:6, 纯净玻璃
enderio:block_fused_glass:7, 纯净玻璃
enderio:block_fused_glass:8, 纯净玻璃
enderio:block_fused_glass:9, 纯净玻璃
enderio:block_fused_glass:10, 纯净玻璃
enderio:block_fused_glass:11, 纯净玻璃
enderio:block_fused_glass:12, 纯净玻璃
enderio:block_fused_glass:13, 纯净玻璃
enderio:block_fused_glass:14, 纯净玻璃
enderio:block_fused_glass:15, 纯净玻璃
enderio:block_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_holy_fused_quartz:0, 石英玻璃
enderio:block_holy_fused_quartz:1, 石英玻璃
enderio:block_holy_fused_quartz:2, 石英玻璃
enderio:block_holy_fused_quartz:3, 石英玻璃
enderio:block_holy_fused_quartz:4, 石英玻璃
enderio:block_holy_fused_quartz:5, 石英玻璃
enderio:block_holy_fused_quartz:6, 石英玻璃
enderio:block_holy_fused_quartz:7, 石英玻璃
enderio:block_holy_fused_quartz:8, 石英玻璃
enderio:block_holy_fused_quartz:9, 石英玻璃
enderio:block_holy_fused_quartz:10, 石英玻璃
enderio:block_holy_fused_quartz:11, 石英玻璃
enderio:block_holy_fused_quartz:12, 石英玻璃
enderio:block_holy_fused_quartz:13, 石英玻璃
enderio:block_holy_fused_quartz:14, 石英玻璃
enderio:block_holy_fused_quartz:15, 石英玻璃
enderio:block_holy_fused_glass:0, 纯净玻璃
enderio:block_holy_fused_glass:1, 纯净玻璃
enderio:block_holy_fused_glass:2, 纯净玻璃
enderio:block_holy_fused_glass:3, 纯净玻璃
enderio:block_holy_fused_glass:4, 纯净玻璃
enderio:block_holy_fused_glass:5, 纯净玻璃
enderio:block_holy_fused_glass:6, 纯净玻璃
enderio:block_holy_fused_glass:7, 纯净玻璃
enderio:block_holy_fused_glass:8, 纯净玻璃
enderio:block_holy_fused_glass:9, 纯净玻璃
enderio:block_holy_fused_glass:10, 纯净玻璃
enderio:block_holy_fused_glass:11, 纯净玻璃
enderio:block_holy_fused_glass:12, 纯净玻璃
enderio:block_holy_fused_glass:13, 纯净玻璃
enderio:block_holy_fused_glass:14, 纯净玻璃
enderio:block_holy_fused_glass:15, 纯净玻璃
enderio:block_holy_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_holy_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_holy_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_holy_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_holy_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_holy_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_holy_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_holy_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_unholy_fused_quartz:0, 石英玻璃
enderio:block_unholy_fused_quartz:1, 石英玻璃
enderio:block_unholy_fused_quartz:2, 石英玻璃
enderio:block_unholy_fused_quartz:3, 石英玻璃
enderio:block_unholy_fused_quartz:4, 石英玻璃
enderio:block_unholy_fused_quartz:5, 石英玻璃
enderio:block_unholy_fused_quartz:6, 石英玻璃
enderio:block_unholy_fused_quartz:7, 石英玻璃
enderio:block_unholy_fused_quartz:8, 石英玻璃
enderio:block_unholy_fused_quartz:9, 石英玻璃
enderio:block_unholy_fused_quartz:10, 石英玻璃
enderio:block_unholy_fused_quartz:11, 石英玻璃
enderio:block_unholy_fused_quartz:12, 石英玻璃
enderio:block_unholy_fused_quartz:13, 石英玻璃
enderio:block_unholy_fused_quartz:14, 石英玻璃
enderio:block_unholy_fused_quartz:15, 石英玻璃
enderio:block_unholy_fused_glass:0, 纯净玻璃
enderio:block_unholy_fused_glass:1, 纯净玻璃
enderio:block_unholy_fused_glass:2, 纯净玻璃
enderio:block_unholy_fused_glass:3, 纯净玻璃
enderio:block_unholy_fused_glass:4, 纯净玻璃
enderio:block_unholy_fused_glass:5, 纯净玻璃
enderio:block_unholy_fused_glass:6, 纯净玻璃
enderio:block_unholy_fused_glass:7, 纯净玻璃
enderio:block_unholy_fused_glass:8, 纯净玻璃
enderio:block_unholy_fused_glass:9, 纯净玻璃
enderio:block_unholy_fused_glass:10, 纯净玻璃
enderio:block_unholy_fused_glass:11, 纯净玻璃
enderio:block_unholy_fused_glass:12, 纯净玻璃
enderio:block_unholy_fused_glass:13, 纯净玻璃
enderio:block_unholy_fused_glass:14, 纯净玻璃
enderio:block_unholy_fused_glass:15, 纯净玻璃
enderio:block_unholy_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_unholy_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_unholy_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_unholy_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_unholy_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_unholy_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_unholy_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_pasture_fused_quartz:0, 石英玻璃
enderio:block_pasture_fused_quartz:1, 石英玻璃
enderio:block_pasture_fused_quartz:2, 石英玻璃
enderio:block_pasture_fused_quartz:3, 石英玻璃
enderio:block_pasture_fused_quartz:4, 石英玻璃
enderio:block_pasture_fused_quartz:5, 石英玻璃
enderio:block_pasture_fused_quartz:6, 石英玻璃
enderio:block_pasture_fused_quartz:7, 石英玻璃
enderio:block_pasture_fused_quartz:8, 石英玻璃
enderio:block_pasture_fused_quartz:9, 石英玻璃
enderio:block_pasture_fused_quartz:10, 石英玻璃
enderio:block_pasture_fused_quartz:11, 石英玻璃
enderio:block_pasture_fused_quartz:12, 石英玻璃
enderio:block_pasture_fused_quartz:13, 石英玻璃
enderio:block_pasture_fused_quartz:14, 石英玻璃
enderio:block_pasture_fused_quartz:15, 石英玻璃
enderio:block_pasture_fused_glass:0, 纯净玻璃
enderio:block_pasture_fused_glass:1, 纯净玻璃
enderio:block_pasture_fused_glass:2, 纯净玻璃
enderio:block_pasture_fused_glass:3, 纯净玻璃
enderio:block_pasture_fused_glass:4, 纯净玻璃
enderio:block_pasture_fused_glass:5, 纯净玻璃
enderio:block_pasture_fused_glass:6, 纯净玻璃
enderio:block_pasture_fused_glass:7, 纯净玻璃
enderio:block_pasture_fused_glass:8, 纯净玻璃
enderio:block_pasture_fused_glass:9, 纯净玻璃
enderio:block_pasture_fused_glass:10, 纯净玻璃
enderio:block_pasture_fused_glass:11, 纯净玻璃
enderio:block_pasture_fused_glass:12, 纯净玻璃
enderio:block_pasture_fused_glass:13, 纯净玻璃
enderio:block_pasture_fused_glass:14, 纯净玻璃
enderio:block_pasture_fused_glass:15, 纯净玻璃
enderio:block_pasture_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_pasture_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_pasture_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_pasture_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_not_holy_fused_quartz:0, 石英玻璃
enderio:block_not_holy_fused_quartz:1, 石英玻璃
enderio:block_not_holy_fused_quartz:2, 石英玻璃
enderio:block_not_holy_fused_quartz:3, 石英玻璃
enderio:block_not_holy_fused_quartz:4, 石英玻璃
enderio:block_not_holy_fused_quartz:5, 石英玻璃
enderio:block_not_holy_fused_quartz:6, 石英玻璃
enderio:block_not_holy_fused_quartz:7, 石英玻璃
enderio:block_not_holy_fused_quartz:8, 石英玻璃
enderio:block_not_holy_fused_quartz:9, 石英玻璃
enderio:block_not_holy_fused_quartz:10, 石英玻璃
enderio:block_not_holy_fused_quartz:11, 石英玻璃
enderio:block_not_holy_fused_quartz:12, 石英玻璃
enderio:block_not_holy_fused_quartz:13, 石英玻璃
enderio:block_not_holy_fused_quartz:14, 石英玻璃
enderio:block_not_holy_fused_quartz:15, 石英玻璃
enderio:block_not_holy_fused_glass:0, 纯净玻璃
enderio:block_not_holy_fused_glass:1, 纯净玻璃
enderio:block_not_holy_fused_glass:2, 纯净玻璃
enderio:block_not_holy_fused_glass:3, 纯净玻璃
enderio:block_not_holy_fused_glass:4, 纯净玻璃
enderio:block_not_holy_fused_glass:5, 纯净玻璃
enderio:block_not_holy_fused_glass:6, 纯净玻璃
enderio:block_not_holy_fused_glass:7, 纯净玻璃
enderio:block_not_holy_fused_glass:8, 纯净玻璃
enderio:block_not_holy_fused_glass:9, 纯净玻璃
enderio:block_not_holy_fused_glass:10, 纯净玻璃
enderio:block_not_holy_fused_glass:11, 纯净玻璃
enderio:block_not_holy_fused_glass:12, 纯净玻璃
enderio:block_not_holy_fused_glass:13, 纯净玻璃
enderio:block_not_holy_fused_glass:14, 纯净玻璃
enderio:block_not_holy_fused_glass:15, 纯净玻璃
enderio:block_not_holy_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:10, 荧光石英玻璃
